,composition,phases,hardness (HV),temperature (C),compressive ys (MPa),compressive strength (MPa),compressive strain (%),doi,ys (MPa),uts (MPa),elongation (%),pmg_comp,is_ductile,Mo,Nb,Ta,V,W,Cr,Ti,Al,Co,Cu,Fe,Ni,Re,C,Hf,Zr,Si,Mn,Ru
722,Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec.,,25.0,,,7.3,10.1007/s11665-015-1767-8,,,,Cr1 Fe1 Ni1 V0.5 W1,False,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,1072.0,25.0,,,,10.1016/j.jallcom.2018.11.318,,,,Cr1 Mo1 Nb1 Ta1 V1 W1,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,Mo1 Nb1 Re0.5 W1,BCC,473.0,25.0,896.0,,10.4,10.1016/j.jallcom.2018.11.111,,,,Mo1 Nb1 Re0.5 W1,True,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
1069,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,BCC+Sec.,510.0,25.0,1074.0,,12.1,10.1016/j.jallcom.2018.11.111,,,,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,True,0.2564102564102564,0.2564102564102564,0.05128205128205128,0.0,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.05128205128205128,0.0,0.0,0.0,0.0,0.0
1070,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,BCC+Sec.,558.0,25.0,1144.0,,12.7,10.1016/j.jallcom.2018.11.111,,,,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,True,0.23255813953488372,0.23255813953488372,0.0930232558139535,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.0930232558139535,0.0,0.0,0.0,0.0,0.0
1071,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,BCC+Sec.,583.0,25.0,1202.0,,14.2,10.1016/j.jallcom.2018.11.111,,,,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,True,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
1072,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,BCC+Sec.,615.0,25.0,1241.0,,13.8,10.1016/j.jallcom.2018.11.111,,,,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,True,0.2127659574468085,0.2127659574468085,0.1276595744680851,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638297872340426,0.1276595744680851,0.0,0.0,0.0,0.0,0.0
1113,Hf1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,,25.0,1550.0,,26.3,10.1016/j.jallcom.2019.06.138,,,,Hf1 Nb1 Ta1 Ti1 W1 Zr1,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
1114,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,,25.0,1637.0,,15.5,10.1016/j.jallcom.2019.06.138,,,,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,True,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
1130,Co1 Cr1 Fe1 Ni1 W0.2,FCC,244.0,25.0,335.0,,52.0,10.1016/j.intermet.2019.106550,,,,Co1 Cr1 Fe1 Ni1 W0.2,True,0.0,0.0,0.0,0.0,0.047619047619047616,0.23809523809523808,0.0,0.0,0.23809523809523808,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,Co1 Cr1 Fe1 Ni1 W0.5,FCC+Sec.,357.9,25.0,556.0,,35.6,10.1016/j.intermet.2019.106550,,,,Co1 Cr1 Fe1 Ni1 W0.5,True,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,Nb1 Ta1 Ti1 W1,BCC,,20.0,1054.0,,,10.1016/j.actamat.2019.06.006,,,,Nb1 Ta1 Ti1 W1,,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,,25.0,2500.0,,10.0,10.1007/s11837-019-03432-9,,,,Cr1 Mo1 Nb1 Ti1 W1,True,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,567.0,25.0,1826.0,,16.5,10.1007/s10853-019-03567-9,,,,Mo1 Nb1 Si0.25 Ta1 W1,True,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0
1290,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,697.0,25.0,1883.0,,11.0,10.1007/s10853-019-03567-9,,,,Mo1 Nb1 Si0.5 Ta1 W1,True,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0
1291,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,682.6,25.0,2483.0,,6.2,10.1007/s10853-019-03567-9,,,,Mo1 Nb1 Si0.75 Ta1 W1,False,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0
1357,Al1 Co1 Cr0.091 Nb0.727 W0.212,,1084.0,25.0,,,,10.1038/s41467-019-10533-1,,,,Al1 Co1 Cr0.091 Nb0.727 W0.212,,0.0,0.2399339933993399,0.0,0.0,0.06996699669966996,0.03003300330033003,0.0,0.33003300330033003,0.33003300330033003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Al0.947 Co0.158 Mo1 Ni0.289 W0.237,,725.0,25.0,,,,10.1038/s41467-019-10533-1,,,,Al0.947 Co0.158 Mo1 Ni0.289 W0.237,,0.3800836183960471,0.0,0.0,0.0,0.09007981755986316,0.0,0.0,0.35993918662105656,0.06005321170657544,0.0,0.0,0.10984416571645761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Co0.564 Nb0.795 Ta0.103 Ti1 W0.103,,277.0,25.0,,,,10.1038/s41467-019-10533-1,,,,Co0.564 Nb0.795 Ta0.103 Ti1 W0.103,,0.0,0.3099415204678363,0.04015594541910331,0.0,0.04015594541910331,0.0,0.38986354775828463,0.0,0.21988304093567249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,Al1 Cr1 Cu1 Fe1 Mn1 W0.05,BCC+Sec.,680.0,25.0,1120.0,,,10.1557/jmr.2019.18,,,,Al1 Cr1 Cu1 Fe1 Mn1 W0.05,,0.0,0.0,0.0,0.0,0.009900990099009901,0.19801980198019803,0.0,0.19801980198019803,0.0,0.19801980198019803,0.19801980198019803,0.0,0.0,0.0,0.0,0.0,0.0,0.19801980198019803,0.0
1411,Al1 Cr1 Cu1 Fe1 Mn1 W0.1,BCC+Sec.,705.0,25.0,1250.0,,,10.1557/jmr.2019.18,,,,Al1 Cr1 Cu1 Fe1 Mn1 W0.1,,0.0,0.0,0.0,0.0,0.019607843137254905,0.19607843137254904,0.0,0.19607843137254904,0.0,0.19607843137254904,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254904,0.0
1412,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,BCC+Sec.,780.0,25.0,1510.0,,,10.1557/jmr.2019.18,,,,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
1497,C0.111 Co1 Cr1 Fe1 Ni1 W0.111,FCC,475.0,25.0,,,,10.3390/coatings9010016,,,,C0.111 Co1 Cr1 Fe1 Ni1 W0.111,,0.0,0.0,0.0,0.0,0.026290857413548085,0.23685457129322599,0.0,0.0,0.23685457129322599,0.0,0.23685457129322599,0.23685457129322599,0.0,0.026290857413548085,0.0,0.0,0.0,0.0,0.0
1498,C0.429 Co1 Cr1 Fe1 Ni1 W0.429,FCC,531.0,25.0,,,,10.3390/coatings9010016,,,,C0.429 Co1 Cr1 Fe1 Ni1 W0.429,,0.0,0.0,0.0,0.0,0.08830794565664882,0.20584602717167558,0.0,0.0,0.20584602717167558,0.0,0.20584602717167558,0.20584602717167558,0.0,0.08830794565664882,0.0,0.0,0.0,0.0,0.0
1537,Cr1 Nb1 Ti1 W1,BCC+Sec.,630.0,25.0,,,,10.1016/j.matdes.2018.06.003,,,,Cr1 Nb1 Ti1 W1,,0.0,0.25,0.0,0.0,0.1111111111111111,0.2222222222222222,0.25,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,Cr1 Nb1 Ti1 W1,BCC,630.0,25.0,,,,10.1016/j.matdes.2018.06.003,,,,Cr1 Nb1 Ti1 W1,,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Nb25Mo15Ta5W35Ti10Ni10 ,,,25.0,,,,10.1016/J.MSEA.2023.145681,2124.53,2586.8,9.13,Mo15 Nb25 Ni10 Ta5 Ti10 W35,True,0.15,0.25,0.05,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.25
1,Nb21.875Mo13.125Ta4.375W 30.625Ti15Ni15,,,25.0,,,,10.1016/J.MSEA.2023.145682,2261.96,2831.8,9.59,Mo13.125 Nb21.875 Ni15 Ta4.375 Ti15 W30.625,True,0.13125,0.21875,0.04375,0.0,0.30625,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Nb18.75Mo11.25Ta3.75W26.25Ti20Ni20,,,25.0,,,,10.1016/J.MSEA.2023.145683,2513.08,3127.2,11.38,Mo11.25 Nb18.75 Ni20 Ta3.75 Ti20 W26.25,True,0.1125,0.1875,0.0375,0.0,0.2625,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Nb15.625Mo9.375Ta3.125W21.875Ti25Ni25,,,25.0,,,,10.1016/J.MSEA.2023.145684,2060.93,2784.1,11.97,Mo9.375 Nb15.625 Ni25 Ta3.125 Ti25 W21.875,True,0.09375,0.15625,0.03125,0.0,0.21875,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,TiZrHfNbTaW0.25,,,25.0,1135.0,,50.0,10.1016/j.jallcom.2022.165188,,,,Hf1 Nb1 Ta1 Ti1 W0.25 Zr1,True,0.3333333333333333,0.19047619047619047,0.19047619047619047,0.0,0.3333333333333333,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,0.3333333333333333
20,TiZrHfNbTaW0.5,,,25.0,1278.0,,50.0,10.1016/j.jallcom.2022.165189,,,,Hf1 Nb1 Ta1 Ti1 W0.5 Zr1,True,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
21,TiZrHfNbTaW0.75,,,25.0,1450.0,,50.0,10.1016/j.jallcom.2022.165190,,,,Hf1 Nb1 Ta1 Ti1 W0.75 Zr1,True,0.0,0.17391304347826086,0.17391304347826086,0.0,0.13043478260869565,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.17391304347826086,0.0,0.0,0.0
23,W0.4MoNb1.1TaTi,,,20.0,1412.0,,32.1,10.1016/j.matlet.2021.129753,,,,Mo1 Nb1.1 Ta1 Ti1 W0.4,True,0.2222222222222222,0.24444444444444446,0.2222222222222222,0.0,0.08888888888888889,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,W0.4MoNb1.3TaTi,,,20.0,1334.0,,38.9,10.1016/j.matlet.2021.129753,,,,Mo1 Nb1.3 Ta1 Ti1 W0.4,True,0.2127659574468085,0.2765957446808511,0.2127659574468085,0.0,0.0851063829787234,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,W0.4MoNb1.5TaTi,,,20.0,1312.0,,37.0,10.1016/j.matlet.2021.129753,,,,Mo1 Nb1.5 Ta1 Ti1 W0.4,True,0.2040816326530612,0.3061224489795918,0.2040816326530612,0.0,0.08163265306122448,0.0,0.2040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Hf0.25NbTaW0.5,,,25.0,1037.0,2568.0,42.7,10.1016/j.jmst.2021.05.015,,,,Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.36363636363636365,0.36363636363636365,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
36,Hf0.25NbTaW0.5,,,25.0,942.0,1720.0,25.0,10.1016/j.jmst.2021.05.015,,,,Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
37,C0.05Hf0.25NbTaW0.5,,,25.0,1192.0,2417.0,37.8,10.1016/j.jmst.2021.05.015,,,,C0.05 Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.35714285714285715,0.35714285714285715,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714285714286,0.08928571428571429,0.0,0.0,0.0,0.0
38,C0.05Hf0.25NbTaW0.5,,,25.0,1115.0,2044.0,36.7,10.1016/j.jmst.2021.05.015,,,,C0.05 Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714285714286,0.2,0.0,0.0,0.0,0.2
39,C0.15Hf0.25NbTaW0.5,,,25.0,1265.0,2629.0,38.1,10.1016/j.jmst.2021.05.015,,,,C0.15 Hf0.25 Nb1 Ta1 W0.5,True,0.2,0.2,0.3448275862068966,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.2,0.0,0.0,0.0,0.2
40,C0.15Hf0.25NbTaW0.5,,,25.0,1218.0,2646.0,39.7,10.1016/j.jmst.2021.05.015,,,,C0.15 Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.3448275862068966,0.3448275862068966,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.08620689655172414,0.0,0.0,0.0,0.0
41,C0.25Hf0.25NbTaW0.5,,,25.0,1293.0,2631.0,36.9,10.1016/j.jmst.2021.05.015,,,,C0.25 Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.3333333333333333,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.25,0.0,0.0,0.0,0.0
42,C0.25Hf0.25NbTaW0.5,,,25.0,1279.0,2673.0,31.1,10.1016/j.jmst.2021.05.015,,,,C0.25 Hf0.25 Nb1 Ta1 W0.5,True,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.2
64,TaTiNbZrW,,,22.0,1871.0,1992.0,2.0,10.1016/j.jallcom.2021.162042,,,,Nb1 Ta1 Ti1 W1 Zr1,False,0.25,0.2,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25
66,TaTiNbZrW,,,22.0,2458.0,2665.0,1.0,10.1016/j.jallcom.2021.162044,,,,Nb1 Ta1 Ti1 W1 Zr1,False,0.0,0.2,0.2,0.0,0.26148839112614886,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.41770948204177094,0.0,0.3208021268320802,0.2,0.0,0.0,0.0
68,W5Ta31.666V31.667Zr31.667,,,25.0,1679.0,2106.0,3.16,10.3390/e24101342,,,,Ta31.666 V31.667 W5 Zr31.667,False,0.0,0.0,0.31666,0.31667,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31667,0.0,0.0,0.0
69,W10Ta30V30Zr30,,,25.0,1799.0,2213.0,2.45,10.3390/e24101342,,,,Ta30 V30 W10 Zr30,False,0.0,0.0,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.3,0.0,0.0,0.25
70,W15Ta28.333V28.334Zr28.334,,,25.0,1891.0,2231.0,2.0,10.3390/e24101342,,,,Ta28.333 V28.334 W15 Zr28.334,False,0.2,0.0,0.2,0.2833371666283337,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2833371666283337,0.0,0.0,0.2
71,W20Ta26.666V26.667Zr26.667,,,25.0,1985.0,2270.0,1.54,10.3390/e24101342,,,,Ta26.666 V26.667 W20 Zr26.667,False,0.25,0.25,0.26666,0.26667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.26667,0.0,0.0,0.0
72,W25Ta25V25Zr25,,,25.0,1934.0,2116.0,1.19,10.3390/e24101342,,,,Ta25 V25 W25 Zr25,False,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
79,NbMoTaW,,,25.0,996.0,1148.0,1.9,10.1016/j.msea.2017.12.004,,,,Mo1 Nb1 Ta1 W1,False,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
80,Ti5.9Nb23.5Mo23.5Ta23.5W23.5,,,25.0,1109.0,1197.0,2.5,10.1016/j.msea.2017.12.004,,,,Mo23.5 Nb23.5 Ta23.5 Ti5.9 W23.5,False,0.23523523523523523,0.4116274569,0.43373050900000004,0.0,0.1546420341,0.0,0.05905905905905906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Ti15.8Nb21.1Mo21.1Ta21.1W21.1,,,25.0,1304.0,1593.0,8.4,10.1016/j.msea.2017.12.004,,,,Mo21.1 Nb21.1 Ta21.1 Ti15.8 W21.1,False,0.4162627096,0.21057884231536925,0.21057884231536925,0.0,0.4300934863,0.0,0.15768463073852293,0.0,0.0,0.0,0.0,0.0,0.1536438041,0.0,0.0,0.0,0.0,0.0,0.0
84,NbTaW,,,25.0,1298.0,1460.0,16.2,10.1016/j.jallcom.2021.159740,,,,Nb1 Ta1 W1,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Nb31.67Ta31.67W31.67Mo5,,,25.0,1210.0,1252.0,8.3,10.1016/j.jallcom.2021.159740,,,,Mo5 Nb31.67 Ta31.67 W31.67,False,0.25,0.31666833316668336,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
86,Nb28.33Ta28.33W28.33Mo15,,,25.0,1092.0,1119.0,6.5,10.1016/j.jallcom.2021.159740,,,,Mo15 Nb28.33 Ta28.33 W28.33,False,0.15001500150015,0.28332833283328335,0.28332833283328335,0.0,0.28332833283328335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,WNbMoTaZr0.1,,,25.0,1223.0,1421.0,6.4,10.1016/j.msea.2022.142701,,,,Mo1 Nb1 Ta1 W1 Zr0.1,False,0.24390243902439027,0.24390243902439027,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02439024390243903,0.0,0.0,0.0
118,WNbMoTaZr0.3,,,25.0,1448.0,1819.0,9.9,10.1016/j.msea.2022.142701,,,,Mo1 Nb1 Ta1 W1 Zr0.3,False,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0
119,WNbMoTaZr0.5,,,25.0,1575.0,2107.0,12.6,10.1016/j.msea.2022.142701,,,,Mo1 Nb1 Ta1 W1 Zr0.5,True,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
120,WNbMoTaZr,,,25.0,1618.0,2439.0,20.0,10.1016/j.msea.2022.142701,,,,Mo1 Nb1 Ta1 W1 Zr1,True,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
122,Re0.5NbMoTaW,,,25.0,1147.0,1465.0,7.01,10.1016/j.jallcom.2020.154301,,,,Mo1 Nb1 Re0.5 Ta1 W1,False,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
124,NbMoTaWCr,,,25.0,1056.0,1104.0,4.6,10.1016/j.intermet.2020.106928,,,,Cr1 Mo1 Nb1 Ta1 W1,False,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,NbMoTaWZr,,,25.0,1480.0,1822.0,15.9,10.1016/j.intermet.2020.106929,,,,Mo1 Nb1 Ta1 W1 Zr1,True,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
127,NbMoTaWHf,,,25.0,1252.0,1252.0,5.7,10.1016/j.intermet.2020.106929,,,,Hf1 Mo1 Nb1 Ta1 W1,False,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
128,ReMoTaW,,,25.0,,1451.0,5.69,10.1016/j.ijrmhm.2018.05.006,,,,Mo1 Re1 Ta1 W1,False,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
133,MoNbRe0.5W(TaC)0.6,,,25.0,1241.0,2351.0,9.64,10.1016/j.jallcom.2018.11.111,,,,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,False,0.21276595744680854,0.21276595744680854,0.12765957446808512,0.0,0.21276595744680854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638297872340427,0.12765957446808512,0.0,0.0,0.0,0.0,0.0
139,NbTaVW,BCC,492.0,25.0,,1530.0,12.0,10.1016/j.dib.2018.11.111,,,,Nb1 Ta1 V1 W1,True,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,NbTaTiVW,BCC+HCP,447.0,25.0,,1420.0,20.0,10.1016/j.dib.2018.11.111,,,,Nb1 Ta1 Ti1 V1 W1,True,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,W35.0Ta35.0Mo10.0Nb10.0V10.0,FCC,,25.0,,2238.0,,10.1016/j.jallcom.2021.162505,,,,Mo10 Nb10 Ta35 V10 W35,,0.1,0.1,0.35,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,ZrNbTaTiW,FCC,1173.469,25.0,,,,10.1016/j.surfcoat.2021.128005,,,,Nb1 Ta1 Ti1 W1 Zr1,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
459,Co34.5Cr30.0Ni26.5Al5.4W3.6,FCC+σ,,25.0,,,,10.1016/j.msea.2021.142140,,1798.0,1.0,Al5.4 Co34.5 Cr30 Ni26.5 W3.6,False,0.0,0.0,0.0,0.0,0.036000000000000004,0.3,0.0,0.054000000000000006,0.345,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,(CoCrFeNi)99(WMo)1,matrix+σ phase,,25.0,,,,10.1016/j.jallcom.2022.163774,216.0,444.0,52.4,Co99 Cr99 Fe99 Mo1 Ni99 W1,True,0.002512562814070352,0.0,0.0,0.0,0.002512562814070352,0.24874371859296482,0.0,0.0,0.24874371859296482,0.0,0.24874371859296482,0.24874371859296482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,(CoCrFeNi)97(WMo)3,matrix+σ phase,,25.0,,,,10.1016/j.jallcom.2022.163774,268.0,507.0,51.8,Co97 Cr97 Fe97 Mo3 Ni97 W3,True,0.007614213197969543,0.0,0.0,0.0,0.007614213197969543,0.24619289340101522,0.0,0.0,0.24619289340101522,0.0,0.24619289340101522,0.24619289340101522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,(CoCrFeNi)95(WMo)5,matrix+σ phase,,25.0,,,,10.1016/j.jallcom.2022.163774,379.0,665.0,40.2,Co95 Cr95 Fe95 Mo5 Ni95 W5,True,0.01282051282051282,0.0,0.0,0.0,0.01282051282051282,0.24358974358974358,0.0,0.0,0.24358974358974358,0.0,0.24358974358974358,0.24358974358974358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
