,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
1038,AlCoCrFeMo0.3Ni,BCC+Sec.,,2649,3208,,,,CAST,10.1016/j.msea.2010.07.028,0,1,0,1,0,0.189,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0.057,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
1039,AlCoCrFeMo0.4Ni,BCC+Sec.,,2670,3161,,,,CAST,10.1016/j.msea.2010.07.028,0,1,0,1,0,0.185,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0.074,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0
1040,AlCoCrFeNb0.1Ni,BCC,569,1641,3285,,,,CAST,10.1016/j.msea.2011.10.110,0,1,0,0,0,0.196,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0,0,0,0.02,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1041,AlCoCrFeNb0.25Ni,BCC+Sec.,668,1959,3008,,,,CAST,10.1016/j.msea.2011.10.110,0,1,0,1,0,0.19,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0,0,0,0.048,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
1042,AlCoCrFeNb0.5Ni,BCC+Sec.,747,2473,3170,,,,CAST,10.1016/j.msea.2011.10.110,0,1,0,1,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0.091,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1043,AlCoCrFeNb0.75Ni,BCC+Sec.,,,,,,,CAST,10.1016/j.msea.2011.10.110,0,1,0,1,0,0.174,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0,0,0,0.13,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0
1044,Al0.8CoCrCuFeNi,FCC+BCC,270,,,,,,CAST,10.1002/adem.200900171,1,1,0,0,0,0.138,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
1045,AlCo0.5CrFeMo0.5Ni,BCC+Sec.,801,,,,,,CAST,10.1002/adem.200900171,0,1,0,1,0,0.2,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1046,Al0.667CoCr0.667Fe0.667Mo0.333Ni0.667,BCC+Sec.,741,,,,,,CAST,10.1002/adem.200900171,0,1,0,1,0,0.167,0,0,0,0.25,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1047,Al0.5CoCr0.5Fe0.5Mo0.25Ni0.5,FCC+BCC+Sec.,586,,,,,,CAST,10.1002/adem.200900171,1,1,0,1,0,0.154,0,0,0,0.308,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1048,AlCoCrFe0.6Mo0.5Ni,BCC+Sec.,754,,,,,,CAST,10.1016/j.wear.2009.10.013,0,1,0,1,0,0.196,0,0,0,0.196,0.196,0,0.118,0,0,0,0,0,0,0.098,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1049,Al0.667Co0.667Cr0.667FeMo0.333Ni0.667,BCC+Sec.,635,,,,,,CAST,10.1016/j.wear.2009.10.013,0,1,0,1,0,0.167,0,0,0,0.167,0.167,0,0.25,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1050,Al0.5Co0.5Cr0.5FeMo0.25Ni0.5,BCC+Sec.,639,,,,,,CAST,10.1016/j.wear.2009.10.013,0,1,0,1,0,0.154,0,0,0,0.154,0.154,0,0.308,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1051,AlCoCrFeMo0.5,B2+Sec.,857,,,,,,CAST,10.1016/j.intermet.2012.09.008,0,0,0,1,0,0.222,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,AlCoCrFeMo0.5Ni0.5,B2+Sec.,708,,,,,,CAST,10.1016/j.intermet.2012.09.008,0,0,0,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1053,Al0.667Co0.667Cr0.667Fe0.667Mo0.333Ni,FCC+B2+Sec.,586,,,,,,CAST,10.1016/j.intermet.2012.09.008,1,0,0,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1054,Al0.5Co0.5Cr0.5Fe0.5Mo0.25Ni,FCC+B2+Sec.,395,,,,,,CAST,10.1016/j.intermet.2012.09.008,1,0,0,1,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0
1055,AlCoCrFeNiSi,BCC+Sec.,,2411,2950,,,,CAST,10.1016/j.msea.2010.07.049,0,1,0,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0,0
1056,AlCoCrFeNiSi0.2,BCC,,1265,2173,,,,CAST,10.1016/j.msea.2010.07.049,0,1,0,0,0,0.192,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0.038,0,0,0,0,0,0,0,0
1057,AlCoCrFeNiSi0.4,BCC,,1481,2444,,,,CAST,10.1016/j.msea.2010.07.049,0,1,0,0,0,0.185,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0.074,0,0,0,0,0,0,0,0
1058,AlCoCrFeNiSi0.6,BCC,,1834,2195,,,,CAST,10.1016/j.msea.2010.07.049,0,1,0,0,0,0.179,0,0,0,0.179,0.179,0,0.179,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0.107,0,0,0,0,0,0,0,0
1059,AlCoCrFeNiSi0.8,BCC+Sec.,,2179,2664,,,,CAST,10.1016/j.msea.2010.07.049,0,1,0,1,0,0.172,0,0,0,0.172,0.172,0,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0.138,0,0,0,0,0,0,0,0
1060,Al0.25CoCrCu0.5FeNiTi0.5,FCC,,,,,,,CAST,10.1016/j.jallcom.2008.11.059,1,0,0,0,0,0.048,0,0,0,0.19,0.19,0.095,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.095,0,0,0,0,0
1061,Al0.25CoCrCu0.75FeNiTi0.5,FCC,,750,1970,,,,CAST,10.1016/j.jallcom.2008.11.059,1,0,0,0,0,0.045,0,0,0,0.182,0.182,0.136,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1062,Al0.5CoCrCu0.5FeNiTi0.5,FCC+BCC,,1580,2389,,,,CAST,10.1016/j.jallcom.2008.11.059,1,1,0,0,0,0.091,0,0,0,0.182,0.182,0.091,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1063,Al0.75CoCrCu0.25FeNiTi0.5,FCC+BCC,,1900,2697,,,,CAST,10.1016/j.jallcom.2008.11.059,1,1,0,0,0,0.136,0,0,0,0.182,0.182,0.045,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1064,CoCrCuFeNiTi0.5,FCC,,700,1650,,,,CAST,10.1016/j.jallcom.2008.11.059,1,0,0,0,0,0,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1065,AlCoCrFeNiTi0.5,BCC+BCC,178,2260,3140,24.4,,,CAST,10.1063/1.2734517,0,1,0,0,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1066,Al0.667Co0.667Cr0.667Fe0.667Ni0.667Ti,BCC+Sec.,,2220,2720,6.6,,,CAST,10.1063/1.2734517,0,1,0,1,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0.231,0,0,0,0,0
1067,AlCoCrFeNiTiVZr,,780,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0.125,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1068,AlCoFeNiTiVZr,BCC,790,,,,,,CAST,10.1002/adem.200300567,0,1,0,0,0,0.143,0,0,0,0.143,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1069,AlFeNiTiVZr,BCC,800,,,,,,CAST,10.1002/adem.200300567,0,1,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1070,CoCrCuFeNiTiVZr,,680,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1071,CoCrFeMoNiTiVZr,,850,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1072,CoCuFeNiTiVZr,,630,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0,0,0,0,0.143,0,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1073,CoFeMoNiTiVZr,,790,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0,0,0,0,0.143,0,0,0.143,0,0,0,0,0,0,0.143,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1074,CuFeNiTiVZr,,590,,,,,,CAST,10.1002/adem.200300567,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1075,FeMoNiTiVZr,BCC+Sec.,740,,,,,,CAST,10.1002/adem.200300567,0,1,0,1,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1076,Al0.1CoCrFeMnNi,FCC,180,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,0,0,0,0,0.02,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0.196,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1077,Al0.2CoCrFeMnNi,FCC,171,220,,56,,,CAST,10.1016/j.actamat.2013.09.037,1,0,0,0,0,0.038,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
1078,Al0.38CoCrFeMnNi,FCC,182,244,,45,,,CAST,10.1016/j.actamat.2013.09.037,1,0,0,0,0,0.071,0,0,0,0.186,0.186,0,0.186,0,0,0,0,0,0.186,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0
1079,Al0.43CoCrFeMnNi,FCC+BCC,183,285,,35,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.079,0,0,0,0.184,0.184,0,0.184,0,0,0,0,0,0.184,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0
1080,Al0.49CoCrFeMnNi,FCC+BCC,220,331,,29,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.089,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1081,Al0.56CoCrFeMnNi,FCC+BCC,278,526,,16,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.101,0,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
1082,Al0.62CoCrFeMnNi,FCC+BCC,405,833,,5,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.11,0,0,0,0.178,0.178,0,0.178,0,0,0,0,0,0.178,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0
1083,Al0.68CoCrFeMnNi,FCC+BCC,486,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.12,0,0,0,0.176,0.176,0,0.176,0,0,0,0,0,0.176,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0
1084,Al0.75CoCrFeMnNi,FCC+BCC,530,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.13,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0
1085,Al0.81CoCrFeMnNi,FCC+BCC,539,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.139,0,0,0,0.172,0.172,0,0.172,0,0,0,0,0,0.172,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
1086,Al0.88CoCrFeMnNi,FCC+BCC,533,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.15,0,0,0,0.17,0.17,0,0.17,0,0,0,0,0,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
1087,Al0.95CoCrFeMnNi,FCC+BCC,535,,,,,,CAST,10.1016/j.actamat.2013.09.037,1,1,0,0,0,0.16,0,0,0,0.168,0.168,0,0.168,0,0,0,0,0,0.168,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0
1088,AlCo0.8Cr0.8Fe0.8Mn0.8Ni0.8,BCC,539,,,,,,CAST,10.1016/j.actamat.2013.09.037,0,1,0,0,0,0.2,0,0,0,0.16,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
1089,CoCrFeMnNi,FCC,176,208,,62,,,CAST,10.1016/j.actamat.2013.09.037,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1090,CoCrFeMnNi,FCC,135,230,,,,,ANNEAL,10.1016/j.jallcom.2014.12.157,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1091,CoCrFeMnNiV0.25,FCC,151,,,,,,CAST,10.1016/j.jallcom.2014.12.157,1,0,0,0,0,0,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.048,0,0,0,0
1092,CoCrFeMnNiV0.25,FCC+Sec.,144,200,,,,,ANNEAL,10.1016/j.jallcom.2014.12.157,1,0,0,1,0,0,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.048,0,0,0,0
1093,CoCrFeMnNiV0.5,FCC,186,,,,,,CAST,10.1016/j.jallcom.2014.12.157,1,0,0,0,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0.091,0,0,0,0
1094,CoCrFeMnNiV0.5,FCC,275,620,,,,,ANNEAL,10.1016/j.jallcom.2014.12.157,1,0,0,0,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0.091,0,0,0,0
1095,CoCrFeMnNiV0.75,FCC+Sec.,380,740,1325,,,,ANNEAL,10.1016/j.jallcom.2014.12.157,1,0,0,1,0,0,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0.13,0,0,0,0
1096,CoCrFeMnNiV0.75,FCC+Sec.,342,,,,,,CAST,10.1016/j.jallcom.2014.12.157,1,0,0,1,0,0,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0.13,0,0,0,0
1097,CoCrFeMnNiV,FCC+Sec.,636,1660,1845,,,,ANNEAL,10.1016/j.jallcom.2014.12.157,1,0,0,1,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0
1098,CoCrFeMnNiV,FCC+Sec.,650,,,,,,CAST,10.1016/j.jallcom.2014.12.157,1,0,0,1,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0
1099,Al0.2Cr0.667FeMn0.667Ni0.333,FCC+BCC,297,,,,,,CAST,10.1016/j.msea.2010.05.052,1,1,0,0,0,0.07,0,0,0,0,0.233,0,0.349,0,0,0,0,0,0.233,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0
1100,Al0.333Cr0.667FeMn0.667Ni0.333,BCC,396,,,,,,CAST,10.1016/j.msea.2010.05.052,0,1,0,0,0,0.111,0,0,0,0,0.222,0,0.333,0,0,0,0,0,0.222,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0
1101,AlCrFeNi,BCC+B2,472,1406,2927,,,,CAST,10.1016/j.jallcom.2013.03.253,0,1,0,1,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1102,AlCrFeMoNi,B2+Sec.,905,,,,,,CAST,10.1016/j.jallcom.2013.03.253,0,0,0,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1103,AlCrFeMo0.2Ni,BCC+B2,549,1487,3222,,,,CAST,10.1016/j.jallcom.2013.03.253,0,1,0,1,0,0.238,0,0,0,0,0.238,0,0.238,0,0,0,0,0,0,0.048,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
1104,AlCrFeMo0.5Ni,BCC+B2,622,1749,2644,,,,CAST,10.1016/j.jallcom.2013.03.253,0,1,0,1,0,0.222,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1105,AlCrFeMo0.8Ni,B2+Sec.,854,1513,1513,,,,CAST,10.1016/j.jallcom.2013.03.253,0,0,0,1,0,0.208,0,0,0,0,0.208,0,0.208,0,0,0,0,0,0,0.167,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0
1106,Al0.3CoCrCuFe,FCC,180,,,,,,,10.3166/acsm.31.633-648,1,0,0,0,0,0.07,0,0,0,0.233,0.233,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Al0.5CoCrCuFe,FCC,207,,,,,,,10.3166/acsm.31.633-648,1,0,0,0,0,0.111,0,0,0,0.222,0.222,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Al0.8CoCrCuFe,FCC+BCC,271,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.167,0,0,0,0.208,0.208,0.208,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,AlCo0.769Cr0.769Cu0.769Fe0.769,FCC+BCC,476,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.245,0,0,0,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,AlCo0.667Cr0.667Cu0.667Fe0.667,FCC+BCC,510,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.273,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,AlCo0.556Cr0.556Cu0.556Fe0.556,FCC+BCC,557,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.31,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,AlCo0.5Cr0.5Cu0.5Fe0.5,FCC+BCC,567,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.333,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,AlCo0.435Cr0.435Cu0.435Fe0.435,FCC+BCC,603,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.365,0,0,0,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,AlCo0.4Cr0.4Cu0.4Fe0.4,FCC+BCC,624,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.385,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,AlCo0.357Cr0.357Cu0.357Fe0.357,BCC,657,,,,,,,10.3166/acsm.31.633-648,0,1,0,0,0,0.412,0,0,0,0.147,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,AlCo0.333Cr0.333Cu0.333Fe0.333,BCC,644,,,,,,,10.3166/acsm.31.633-648,0,1,0,0,0,0.429,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,AlCoCrCuFe,FCC+BCC,407,,,,,,,10.3166/acsm.31.633-648,1,1,0,0,0,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,CoCrCuFe,FCC,134,,,,,,,10.3166/acsm.31.633-648,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,CoCrCu0.5FeNi,FCC,172,,,,,,CAST,10.1016/j.intermet.2010.03.030,1,0,0,0,0,0,0,0,0,0.222,0.222,0.111,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1120,CoCrCuFeNiTi,FCC,,1272,1272,2,,,CAST,10.1016/j.intermet.2006.08.005,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0
1121,CoCrCuFeNiTi0.8,FCC+Sec.,,1042,1848,3,,,CAST,10.1016/j.intermet.2006.08.005,1,0,0,1,0,0,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0.138,0,0,0,0,0
1122,Al0.5B0.2CoCrCuFeNi,,415,,,,,,CAST,10.1149/1.2744133,0,0,0,0,0,0.088,0.035,0,0,0.175,0.175,0.175,0.175,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
1123,Al0.5B0.6CoCrCuFeNi,,505,,,,,,CAST,10.1149/1.2744133,0,0,0,0,0,0.082,0.098,0,0,0.164,0.164,0.164,0.164,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0
1124,Al0.5BCoCrCuFeNi,,736,,,,,,CAST,10.1149/1.2744133,0,0,0,0,0,0.077,0.154,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1125,Al0.5CoCrCuFeNi,,300,,,,,,CAST,10.1149/1.2744133,0,0,0,0,0,0.091,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1126,Al0.5CoCrCuFeNiTi,FCC+BCC+Sec.,636,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.077,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0.154,0,0,0,0,0
1127,Al0.5CoCrCuFeNiTi0.2,FCC,272,,,,,,CAST,10.2320/matertrans.47.1395,1,0,0,0,0,0.088,0,0,0,0.175,0.175,0.175,0.175,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0.035,0,0,0,0,0
1128,Al0.5CoCrCuFeNiTi0.4,FCC,321,,,,,,CAST,10.2320/matertrans.47.1395,1,0,0,0,0,0.085,0,0,0,0.169,0.169,0.169,0.169,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0.068,0,0,0,0,0
1129,Al0.5CoCrCuFeNiTi0.6,FCC+BCC,458,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,0,0,0.082,0,0,0,0.164,0.164,0.164,0.164,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0.098,0,0,0,0,0
1130,Al0.5CoCrCuFeNiTi0.8,FCC+BCC+Sec.,590,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.079,0,0,0,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0.127,0,0,0,0,0
1131,Al0.417Co0.833Cr0.833Cu0.833Fe0.833Ni0.833Ti,FCC+BCC+Sec.,646,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.075,0,0,0,0.149,0.149,0.149,0.149,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0.179,0,0,0,0,0
1132,Al0.357Co0.714Cr0.714Cu0.714Fe0.714Ni0.714Ti,FCC+BCC+B2+Sec.,664,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.072,0,0,0,0.145,0.145,0.145,0.145,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0.203,0,0,0,0,0
1133,Al0.312Co0.625Cr0.625Cu0.625Fe0.625Ni0.625Ti,FCC+BCC+B2+Sec.,657,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.07,0,0,0,0.141,0.141,0.141,0.141,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0.225,0,0,0,0,0
1134,Al0.278Co0.556Cr0.556Cu0.556Fe0.556Ni0.556Ti,FCC+BCC+B2+Sec.,667,,,,,,CAST,10.2320/matertrans.47.1395,1,1,0,1,0,0.069,0,0,0,0.137,0.137,0.137,0.137,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0.246,0,0,0,0,0
